4.906500000000000000e+03	1.875970077514648438e+01	1.201466321945190430e-01
4.767500000000000000e+03	1.899500083923339844e+01	1.170801594853401184e-01
4.767500000000000000e+03	1.919630050659179688e+01	1.271051615476608276e-01
4.779500000000000000e+03	1.922780036926269531e+01	1.279435902833938599e-01
4.791500000000000000e+03	1.896559906005859375e+01	1.292191296815872192e-01
4.788500000000000000e+03	1.932990074157714844e+01	1.496575921773910522e-01
4.832500000000000000e+03	1.892770004272460938e+01	1.234434396028518677e-01
4.776500000000000000e+03	1.907439994812011719e+01	1.320460885763168335e-01
4.836500000000000000e+03	1.934959983825683594e+01	1.475590914487838745e-01
4.791500000000000000e+03	1.877029991149902344e+01	1.204237639904022217e-01
4.906500000000000000e+03	1.911170005798339844e+01	1.396754086017608643e-01
4.832500000000000000e+03	1.876889991760253906e+01	1.168163716793060303e-01
4.854500000000000000e+03	1.897690010070800781e+01	1.290206164121627808e-01
4.562857360839843750e+02	1.986359977722167969e+01	2.726696431636810303e-01
4.562947387695312500e+02	2.024780082702636719e+01	3.361146152019500732e-01
4.563129272460937500e+02	2.007579994201660156e+01	3.080813884735107422e-01
4.622443237304687500e+02	2.023340034484863281e+01	3.254096210002899170e-01
4.622507934570312500e+02	2.003669929504394531e+01	2.923631072044372559e-01
4.622572937011718750e+02	2.002249908447265625e+01	2.897700071334838867e-01
4.353141174316406250e+02	2.007799911499023438e+01	3.056074678897857666e-01
4.353200073242187500e+02	1.963870048522949219e+01	2.444334477186203003e-01
4.353258666992187500e+02	2.014100074768066406e+01	3.168861567974090576e-01
4.053948059082031250e+02	1.976469993591308594e+01	2.702131867408752441e-01
4.054055175781250000e+02	2.000300025939941406e+01	3.064804971218109131e-01
4.054108276367187500e+02	2.030170059204101562e+01	3.615211844444274902e-01
4.184103088378906250e+02	2.018519973754882812e+01	3.238576650619506836e-01
4.253077392578125000e+02	2.021360015869140625e+01	3.275124132633209229e-01
3.794690856933593750e+02	2.077199935913085938e+01	4.605694413185119629e-01
3.794745178222656250e+02	2.078619956970214844e+01	4.654403328895568848e-01
3.794800109863281250e+02	1.949360084533691406e+01	2.298546284437179565e-01
3.794863281250000000e+02	1.964929962158203125e+01	2.488078624010086060e-01
8.352479858398437500e+02	2.036669921875000000e+01	3.402567505836486816e-01
8.442056884765625000e+02	2.019650077819824219e+01	3.037760257720947266e-01
8.442120971679687500e+02	2.020050048828125000e+01	3.038294315338134766e-01
5.171172485351562500e+02	2.021059989929199219e+01	3.258009552955627441e-01
5.171252441406250000e+02	1.973419952392578125e+01	2.533034384250640869e-01
7.913288574218750000e+02	1.992980003356933594e+01	2.635016143321990967e-01
8.053926391601562500e+02	2.046689987182617188e+01	3.474159240722656250e-01
8.083043212890625000e+02	1.997380065917968750e+01	2.663580477237701416e-01
8.083123779296875000e+02	1.977280044555664062e+01	2.407650053501129150e-01
8.083204345703125000e+02	1.971509933471679688e+01	2.347433269023895264e-01
8.083284912109375000e+02	1.975119972229003906e+01	2.381342947483062744e-01
8.142576904296875000e+02	1.902470016479492188e+01	1.684373915195465088e-01
8.142642211914062500e+02	2.011429977416992188e+01	2.896769940853118896e-01
8.142706909179687500e+02	1.968619918823242188e+01	2.325233370065689087e-01
8.142772216796875000e+02	1.987030029296875000e+01	2.545611858367919922e-01
7.534502563476562500e+02	2.068680000305175781e+01	4.003654718399047852e-01
7.534561157226562500e+02	2.010289955139160156e+01	2.894911766052246094e-01
7.534619750976562500e+02	1.997890090942382812e+01	2.712031900882720947e-01
7.534678344726562500e+02	1.979859924316406250e+01	2.467640340328216553e-01
1.157361938476562500e+03	2.022340011596679688e+01	3.083041012287139893e-01
1.157369140625000000e+03	1.983720016479492188e+01	2.515736818313598633e-01
1.157375854492187500e+03	2.013699913024902344e+01	2.949271798133850098e-01
1.157382690429687500e+03	1.904570007324218750e+01	1.705450266599655151e-01
1.168296264648437500e+03	1.974230003356933594e+01	2.395702451467514038e-01
1.168303466796875000e+03	1.993350028991699219e+01	2.643844187259674072e-01
1.168310668945312500e+03	1.990530014038085938e+01	2.608029544353485107e-01
1.168317993164062500e+03	1.971489906311035156e+01	2.373620718717575073e-01
1.174300292968750000e+03	1.954710006713867188e+01	2.155267745256423950e-01
1.174312744140625000e+03	2.007189941406250000e+01	2.844266295433044434e-01
1.174337768554687500e+03	2.043490028381347656e+01	3.458569645881652832e-01
1.136408447265625000e+03	1.980999946594238281e+01	2.453066408634185791e-01
1.136415893554687500e+03	1.930150032043457031e+01	1.913791894912719727e-01
1.136423339843750000e+03	1.962669944763183594e+01	2.242289036512374878e-01
1.136430786132812500e+03	1.950950050354003906e+01	2.119770050048828125e-01
1.109423706054687500e+03	1.955730056762695312e+01	2.287492901086807251e-01
1.109431274414062500e+03	1.957959938049316406e+01	2.315440177917480469e-01
1.109438720703125000e+03	1.924239921569824219e+01	1.953611671924591064e-01
1.109446289062500000e+03	1.963769912719726562e+01	2.365467697381973267e-01
1.558227539062500000e+03	2.052160072326660156e+01	4.246704578399658203e-01
1.558232177734375000e+03	1.932250022888183594e+01	2.252675443887710571e-01
1.256133666992187500e+03	1.955150032043457031e+01	2.189508974552154541e-01
1.256139770507812500e+03	2.018029975891113281e+01	3.031371831893920898e-01
1.527329223632812500e+03	1.971920013427734375e+01	2.330057024955749512e-01
1.527343627929687500e+03	1.970190048217773438e+01	2.299939543008804321e-01
1.542321044921875000e+03	1.946430015563964844e+01	2.092249840497970581e-01
1.542328247070312500e+03	1.953899955749511719e+01	2.206464558839797974e-01
1.542335571289062500e+03	1.906430053710937500e+01	1.784712523221969604e-01
1.542342895507812500e+03	2.041160011291503906e+01	3.483609259128570557e-01
1.492409545898437500e+03	1.991780090332031250e+01	2.621073126792907715e-01
1.492416748046875000e+03	1.969790077209472656e+01	2.402849197387695312e-01
1.492423828125000000e+03	1.952650070190429688e+01	2.178036868572235107e-01
1.492431152343750000e+03	2.011899948120117188e+01	2.913650274276733398e-01
1.500382568359375000e+03	1.981349945068359375e+01	2.441817075014114380e-01
1.500391113281250000e+03	1.917950057983398438e+01	1.768001317977905273e-01
1.500399780273437500e+03	1.985429954528808594e+01	2.500290572643280029e-01
1.517342895507812500e+03	2.017930030822753906e+01	2.957636117935180664e-01
1.517351440429687500e+03	2.038629913330078125e+01	3.334316909313201904e-01
1.517359985351562500e+03	2.013050079345703125e+01	2.965074181556701660e-01
1.517368408203125000e+03	1.982220077514648438e+01	2.434035241603851318e-01
1.933233398437500000e+03	2.100530052185058594e+01	4.824861288070678711e-01
1.933250122070312500e+03	1.928790092468261719e+01	2.046059817075729370e-01
1.897320190429687500e+03	2.026930046081542969e+01	3.308772146701812744e-01
1.897326782226562500e+03	1.947419929504394531e+01	2.177252471446990967e-01
1.904351684570312500e+03	1.958559989929199219e+01	2.273008078336715698e-01
1.904358764648437500e+03	1.994300079345703125e+01	2.827232480049133301e-01
1.904365966796875000e+03	2.009309959411621094e+01	3.052278161048889160e-01
1.904373046875000000e+03	2.012190055847167969e+01	3.038294315338134766e-01
1.854380493164062500e+03	1.985630035400390625e+01	3.377686738967895508e-01
1.854387939453125000e+03	1.936890029907226562e+01	2.604289650917053223e-01
1.854395385742187500e+03	1.938710021972656250e+01	2.625927925109863281e-01
2.282289794921875000e+03	1.951639938354492188e+01	2.205443680286407471e-01
2.282294921875000000e+03	2.031599998474121094e+01	3.393726646900177002e-01
2.294211669921875000e+03	1.943790054321289062e+01	2.180591672658920288e-01
2.294225585937500000e+03	1.954109954833984375e+01	2.230569273233413696e-01
2.294232421875000000e+03	1.915399932861328125e+01	1.894912272691726685e-01
2.252363037109375000e+03	1.938549995422363281e+01	2.051392644643783569e-01
2.252380615234375000e+03	1.945899963378906250e+01	2.142109572887420654e-01
2.252389404296875000e+03	1.929500007629394531e+01	1.979676932096481323e-01
2.263271240234375000e+03	2.005680084228515625e+01	3.672644793987274170e-01
2.263283203125000000e+03	1.940469932556152344e+01	2.592831552028656006e-01
2.263289062500000000e+03	1.933559989929199219e+01	2.500590682029724121e-01
2.248420898437500000e+03	2.045249938964843750e+01	4.242589771747589111e-01
2.248428710937500000e+03	1.978800010681152344e+01	2.927939295768737793e-01
1.878352050781250000e+03	1.910709953308105469e+01	1.828644126653671265e-01
1.878358032226562500e+03	1.988570022583007812e+01	2.759562432765960693e-01
1.878364135742187500e+03	1.964389991760253906e+01	2.421957850456237793e-01
2.616437011718750000e+03	1.973850059509277344e+01	2.494608759880065918e-01
2.616442138671875000e+03	1.949729919433593750e+01	2.204017192125320435e-01
2.616447265625000000e+03	1.894930076599121094e+01	1.702459156513214111e-01
2.616452636718750000e+03	1.926829910278320312e+01	1.986371129751205444e-01
2.633384277343750000e+03	1.955839920043945312e+01	2.284072339534759521e-01
2.633405761718750000e+03	2.026759910583496094e+01	3.344834148883819580e-01
2.603447998046875000e+03	2.072060012817382812e+01	4.179524183273315430e-01
2.644279785156250000e+03	1.998999977111816406e+01	2.813477814197540283e-01
2.644285644531250000e+03	1.923909950256347656e+01	1.920179724693298340e-01
2.644291259765625000e+03	1.905089950561523438e+01	1.762645393610000610e-01
2.677179931640625000e+03	2.005850028991699219e+01	2.905174195766448975e-01
2.677184814453125000e+03	1.933659934997558594e+01	1.995807588100433350e-01
2.677189941406250000e+03	1.946030044555664062e+01	2.134519219398498535e-01
2.677195068359375000e+03	1.966449928283691406e+01	2.364201545715332031e-01
2.968387207031250000e+03	1.906410026550292969e+01	1.795102357864379883e-01
2.968392333984375000e+03	1.943070030212402344e+01	2.152804881334304810e-01
2.968397460937500000e+03	1.931599998474121094e+01	2.026254832744598389e-01
2.968402343750000000e+03	1.956749916076660156e+01	2.292999029159545898e-01
2.974383544921875000e+03	1.928529930114746094e+01	1.997444182634353638e-01
2.974389160156250000e+03	1.933779907226562500e+01	2.053505629301071167e-01
2.974395751953125000e+03	1.975489997863769531e+01	2.541818618774414062e-01
2.974401367187500000e+03	1.914900016784667969e+01	1.880166977643966675e-01
2.985305664062500000e+03	2.016570091247558594e+01	3.250196576118469238e-01
3.005274658203125000e+03	1.910650062561035156e+01	1.616718918085098267e-01
3.005280761718750000e+03	1.953890037536621094e+01	1.958064883947372437e-01
3.005286621093750000e+03	1.935110092163085938e+01	1.810965836048126221e-01
3.005292480468750000e+03	1.915500068664550781e+01	1.647032648324966431e-01
3.055154785156250000e+03	2.004809951782226562e+01	2.920293211936950684e-01
3.055162353515625000e+03	1.907259941101074219e+01	1.795417219400405884e-01
3.055170898437500000e+03	1.944140052795410156e+01	2.174319475889205933e-01
3.055178222656250000e+03	1.957419967651367188e+01	2.305070757865905762e-01
2.706117187500000000e+03	1.944449996948242188e+01	2.133783251047134399e-01
2.706124511718750000e+03	1.873310089111328125e+01	1.529099494218826294e-01
2.706131835937500000e+03	1.996319961547851562e+01	2.803712487220764160e-01
2.706139160156250000e+03	1.877020072937011719e+01	1.559493690729141235e-01
3.325428955078125000e+03	1.934939956665039062e+01	2.023763954639434814e-01
3.325435058593750000e+03	1.975449943542480469e+01	2.470239698886871338e-01
3.325441162109375000e+03	1.954800033569335938e+01	2.223837673664093018e-01
3.325447509765625000e+03	1.941279983520507812e+01	2.098674476146697998e-01
3.347363525390625000e+03	1.935210037231445312e+01	2.042209208011627197e-01
3.347371093750000000e+03	1.951860046386718750e+01	2.212414443492889404e-01
3.356381347656250000e+03	1.948010063171386719e+01	2.226144522428512573e-01
3.356386474609375000e+03	2.001720046997070312e+01	2.931303083896636963e-01
3.356391601562500000e+03	1.962949943542480469e+01	2.401786297559738159e-01
3.356396484375000000e+03	1.982320022583007812e+01	2.671599090099334717e-01
3.402209228515625000e+03	1.908779907226562500e+01	1.817815452814102173e-01
3.402217285156250000e+03	1.985729980468750000e+01	2.650255262851715088e-01
3.402225341796875000e+03	1.944339942932128906e+01	2.154509127140045166e-01
3.402233398437500000e+03	1.972439956665039062e+01	2.482186853885650635e-01
3.704350341796875000e+03	1.937660026550292969e+01	2.038381695747375488e-01
3.704354736328125000e+03	1.935530090332031250e+01	2.017271667718887329e-01
3.704359375000000000e+03	1.934420013427734375e+01	2.006447315216064453e-01
3.704363769531250000e+03	1.943020057678222656e+01	2.092768400907516479e-01
3.711297607421875000e+03	1.879920005798339844e+01	1.558202803134918213e-01
3.711305175781250000e+03	1.975390052795410156e+01	2.463326603174209595e-01
3.711312744140625000e+03	1.991290092468261719e+01	2.675635516643524170e-01
3.711320312500000000e+03	1.909160041809082031e+01	1.779083311557769775e-01
3.734344726562500000e+03	1.943919944763183594e+01	2.101998180150985718e-01
3.734349121093750000e+03	1.922089958190917969e+01	1.890909820795059204e-01
