oid,mjd,mag,magerr,catflags,filtercode,ra,dec
651101300000158,58283.4498148,20.1528759,0.113771036,0,zg,26.1683247,30.4295691
651101300000158,58286.4522338,20.3327007,0.129075542,0,zg,26.168068,30.4298033
651101300000158,58292.4517361,20.5066986,0.144945264,0,zg,26.1680288,30.4298634
651101300000158,58312.4756944,20.3144379,0.12745814,0,zg,26.1680549,30.4298451
651101300000158,58315.4551852,20.3302059,0.128853887,0,zg,26.1680959,30.4298276
651101300000158,58318.4486574,20.3154259,0.127545208,0,zg,26.1680931,30.4298951
651101300000158,58321.4530324,20.2406902,0.121069215,0,zg,26.1681406,30.4299076
651101300000158,58336.4873843,20.325592,0.128444284,0,zg,26.1679919,30.4298238
651101300000158,58338.4221296,20.4460373,0.139405698,0,zg,26.1681272,30.4298162
651101300000158,58338.4230324,20.5305901,0.146706104,0,zg,26.1680038,30.4298401
651101300000158,58340.4635764,20.4274521,0.137678817,0,zg,26.1679987,30.4298303
651101300000158,58340.4645023,20.5703659,0.14963758,0,zg,26.1680673,30.429866
651101300000158,58343.4324421,20.5262108,0.146383286,0,zg,26.1680882,30.4299036
651101300000158,58343.4333681,20.440588,0.138898,0,zg,26.1680265,30.4298294
651101300000158,58344.4091435,20.2881413,0.125153452,0,zg,26.1682277,30.4299016
651101300000158,58345.4110648,20.5207367,0.145979881,0,zg,26.1681257,30.4297548
651101300000158,58346.4905671,20.3935642,0.134562239,0,zg,26.1680545,30.4298498
651101300000158,58346.4921412,20.4804611,0.142635822,0,zg,26.1680406,30.4298113
651101300000158,58347.500787,20.6849136,0.158079624,0,zg,26.168264,30.429921
651101300000158,58348.3915278,20.4446621,0.139277443,0,zg,26.1680728,30.4298581
651101300000158,58349.4330093,20.4519024,0.139953211,0,zg,26.1680551,30.4298807
651101300000158,58349.4339352,20.5077,0.145019054,0,zg,26.1680628,30.4298502
651101300000158,58350.4259375,20.5173931,0.145733476,0,zg,26.1680713,30.4298874
651101300000158,58351.4304745,20.5021286,0.144608498,0,zg,26.1680036,30.429801
651101300000158,58352.4253356,20.8463402,0.169976592,0,zg,26.1680634,30.4297766
651101300000158,58352.4262616,20.3969116,0.134868175,0,zg,26.1681216,30.4298323
651101300000158,58364.4128935,20.1988697,0.117550731,0,zg,26.1680173,30.4298536
651101300000158,58365.4030903,20.5706768,0.149660468,0,zg,26.1679803,30.4297869
651101300000158,58366.4254861,20.4119034,0.136243507,0,zg,26.1681098,30.4298568
651101300000158,58367.4080787,20.6966152,0.158941984,0,zg,26.1679899,30.4298527
651101300000158,58367.4090162,20.6575413,0.156062245,0,zg,26.1680647,30.4298558
651101300000158,58368.38,20.5911674,0.151170611,0,zg,26.1680755,30.4298307
651101300000158,58369.4449074,20.6001396,0.151831865,0,zg,26.168099,30.4298327
651101300000158,58370.3859259,20.5705528,0.149651289,0,zg,26.168,30.4298446
651101300000158,58370.3868519,20.4764709,0.142259508,0,zg,26.1681086,30.4298156
651101300000158,58371.3626505,20.8166428,0.16778791,0,zg,26.1679889,30.4298757
651101300000158,58372.4252083,20.6375961,0.154592395,0,zg,26.1680382,30.429814
