5.847655468750000000e+04 1.548642921447753906e+01 1.634438522160053253e-02
5.848051171875000000e+04 1.545035076141357422e+01 1.411949750036001205e-02
5.848749609375000000e+04 1.551826667785644531e+01 1.421836391091346741e-02
5.849253125000000000e+04 1.557814025878906250e+01 1.211953163146972656e-02
5.849255078125000000e+04 1.556388282775878906e+01 1.647549122571945190e-02
5.850244921875000000e+04 1.555647277832031250e+01 1.208943966776132584e-02
5.850546875000000000e+04 1.558141326904296875e+01 1.212415378540754318e-02
5.850651171875000000e+04 1.554908657073974609e+01 1.644963957369327545e-02
5.850952734375000000e+04 1.551242733001708984e+01 1.638724096119403839e-02
5.851150781250000000e+04 1.561318302154541016e+01 1.217006426304578781e-02
5.851255078125000000e+04 1.561514377593994141e+01 1.656811498105525970e-02
5.852646484375000000e+04 1.564387512207031250e+01 1.441877707839012146e-02
5.853853515625000000e+04 1.563786602020263672e+01 1.220707781612873077e-02
5.854044531250000000e+04 1.562563133239746094e+01 1.218858268111944199e-02
5.854046875000000000e+04 1.562835407257080078e+01 1.219267304986715317e-02
5.854142968750000000e+04 1.561629962921142578e+01 1.217467430979013443e-02
5.854144921875000000e+04 1.563642120361328125e+01 1.220487803220748901e-02
5.854349609375000000e+04 1.561950778961181641e+01 1.217943523079156876e-02
5.854736718750000000e+04 1.562310981750488281e+01 1.218480896204710007e-02
5.855732812500000000e+04 1.554409599304199219e+01 1.644100807607173920e-02
5.855744921875000000e+04 1.559087753295898438e+01 1.360226701945066452e-02
5.855747656250000000e+04 1.561756420135498047e+01 1.217654906213283539e-02
5.855839453125000000e+04 1.557318401336669922e+01 1.649194397032260895e-02
5.855840234375000000e+04 1.557862091064453125e+01 1.430981699377298355e-02
5.855843359375000000e+04 1.560401725769042969e+01 1.215662341564893723e-02
5.855845703125000000e+04 1.560786151885986328e+01 1.216224022209644318e-02
5.856049609375000000e+04 1.558983039855957031e+01 1.213614083826541901e-02
5.856051562500000000e+04 1.558979606628417969e+01 1.213608216494321823e-02
5.856051953125000000e+04 1.556837940216064453e+01 1.648342423141002655e-02
5.856130859375000000e+04 1.553101921081542969e+01 1.641859672963619232e-02
5.856132421875000000e+04 1.559425067901611328e+01 1.214247569441795349e-02
5.856132812500000000e+04 1.553715229034423828e+01 1.642907038331031799e-02
5.856151562500000000e+04 1.555124282836914062e+01 1.426722574979066849e-02
5.856748046875000000e+04 1.555434608459472656e+01 1.208653301000595093e-02
5.856840625000000000e+04 1.559230327606201172e+01 1.213967520743608475e-02
5.856842578125000000e+04 1.558324718475341797e+01 1.212675217539072037e-02
5.856940625000000000e+04 1.556584358215332031e+01 1.210234779864549637e-02
5.856942968750000000e+04 1.556096363067626953e+01 1.209560781717300415e-02
5.857239453125000000e+04 1.557181549072265625e+01 1.211065985262393951e-02
5.857332031250000000e+04 1.552477073669433594e+01 1.422968879342079163e-02
5.857335937500000000e+04 1.557697010040283203e+01 1.649868488311767578e-02
5.857336328125000000e+04 1.555955600738525391e+01 1.428393274545669556e-02
5.857338671875000000e+04 1.554735755920410156e+01 1.426191441714763641e-02
5.857436328125000000e+04 1.555988502502441406e+01 1.209412328898906708e-02
5.857438281250000000e+04 1.553726577758789062e+01 1.206348463892936707e-02
5.857440625000000000e+04 1.555518817901611328e+01 1.208768412470817566e-02
5.858042578125000000e+04 1.558421897888183594e+01 1.212813239544630051e-02
5.858132421875000000e+04 1.557266521453857422e+01 1.211184822022914886e-02
5.858147656250000000e+04 1.556610870361328125e+01 1.429389230906963348e-02
5.858233984375000000e+04 1.558970355987548828e+01 1.433324255049228668e-02
5.858236328125000000e+04 1.557736206054687500e+01 1.211843825876712799e-02
5.858238671875000000e+04 1.558460998535156250e+01 1.432086061686277390e-02
5.858336718750000000e+04 1.557094860076904297e+01 1.210945006459951401e-02
5.858338671875000000e+04 1.556284332275390625e+01 1.209819782525300980e-02
5.858341406250000000e+04 1.558072853088378906e+01 1.212318707257509232e-02
5.858446484375000000e+04 1.558945655822753906e+01 1.213559694588184357e-02
5.858449609375000000e+04 1.558496665954589844e+01 1.212919503450393677e-02
5.858526953125000000e+04 1.559068584442138672e+01 1.213735621422529221e-02
5.858528125000000000e+04 1.561800098419189453e+01 1.217719726264476776e-02
5.858641406250000000e+04 1.558677101135253906e+01 1.213176269084215164e-02
5.858642578125000000e+04 1.559315109252929688e+01 1.360453665256500244e-02
5.858644921875000000e+04 1.558683300018310547e+01 1.213185023516416550e-02
5.858736328125000000e+04 1.558302879333496094e+01 1.431871578097343445e-02
5.858744531250000000e+04 1.560651969909667969e+01 1.216027699410915375e-02
5.858846875000000000e+04 1.559574985504150391e+01 1.214463356882333755e-02
5.859122265625000000e+04 1.560643768310546875e+01 1.655204407870769501e-02
5.859122656250000000e+04 1.559465312957763672e+01 1.214305404573678970e-02
5.859123437500000000e+04 1.560241603851318359e+01 1.654466614127159119e-02
5.859123828125000000e+04 1.560277271270751953e+01 1.435320544987916946e-02
5.859126171875000000e+04 1.559687423706054688e+01 1.434201002120971680e-02
5.859243359375000000e+04 1.558372879028320312e+01 1.651078276336193085e-02
5.859244531250000000e+04 1.558325767517089844e+01 1.212676614522933960e-02
5.859244921875000000e+04 1.559508609771728516e+01 1.653130166232585907e-02
5.859246875000000000e+04 1.558758163452148438e+01 1.432713959366083145e-02
5.859249218750000000e+04 1.555509471893310547e+01 1.208755560219287872e-02
5.859347656250000000e+04 1.557761955261230469e+01 1.430854387581348419e-02
5.859349609375000000e+04 1.555522441864013672e+01 1.646031625568866730e-02
5.859423437500000000e+04 1.558241176605224609e+01 1.431831344962120056e-02
5.859426562500000000e+04 1.557242298126220703e+01 1.649058982729911804e-02
5.859426953125000000e+04 1.556604576110839844e+01 1.428946759551763535e-02
5.859428125000000000e+04 1.558348846435546875e+01 1.432158984243869781e-02
5.859644921875000000e+04 1.555597591400146484e+01 1.646162942051887512e-02
5.859645312500000000e+04 1.556508827209472656e+01 1.210130564868450165e-02
5.859646875000000000e+04 1.556910800933837891e+01 1.648471504449844360e-02
5.859647265625000000e+04 1.556031417846679688e+01 1.209471281617879868e-02
5.859649218750000000e+04 1.557168769836425781e+01 1.430297270417213440e-02
5.859747265625000000e+04 1.557544326782226562e+01 1.649596355855464935e-02
5.859828125000000000e+04 1.553515052795410156e+01 1.206066831946372986e-02
5.859929687500000000e+04 1.555803108215332031e+01 1.209157705307006836e-02
5.860642187500000000e+04 1.556497383117675781e+01 1.428936608135700226e-02
5.860644531250000000e+04 1.555906677246093750e+01 1.428285893052816391e-02
5.860646484375000000e+04 1.555854225158691406e+01 1.427928172051906586e-02
5.860828906250000000e+04 1.553953552246093750e+01 1.206651609390974045e-02
5.860830078125000000e+04 1.555039310455322266e+01 1.208115369081497192e-02
5.860832421875000000e+04 1.556693840026855469e+01 1.429318170994520187e-02
5.861230468750000000e+04 1.555999183654785156e+01 1.209426857531070709e-02
5.861239062500000000e+04 1.555325889587402344e+01 1.208505127578973770e-02
5.861622656250000000e+04 1.557749652862548828e+01 1.649962365627288818e-02
5.861626953125000000e+04 1.555314254760742188e+01 1.208489388227462769e-02
5.861628125000000000e+04 1.556192111968994141e+01 1.209692656993865967e-02
5.861644531250000000e+04 1.555361843109130859e+01 1.208554115146398544e-02
5.861739062500000000e+04 1.556766891479492188e+01 1.429622899740934372e-02
5.861740234375000000e+04 1.556348991394042969e+01 1.647480018436908722e-02
5.861740625000000000e+04 1.556165313720703125e+01 1.209655590355396271e-02
5.861742968750000000e+04 1.556570625305175781e+01 1.429187878966331482e-02
5.861926562500000000e+04 1.554229164123535156e+01 1.207021251320838928e-02
5.861928125000000000e+04 1.552059364318847656e+01 1.204149518162012100e-02
5.862845312500000000e+04 1.553345012664794922e+01 1.642274111509323120e-02
5.863235156250000000e+04 1.551849937438964844e+01 1.203876733779907227e-02
5.863326562500000000e+04 1.554079532623291016e+01 1.643532328307628632e-02
5.863522656250000000e+04 1.553307247161865234e+01 1.205790787935256958e-02
