oid,mjd,mag,magerr,catflags,filtercode,ra,dec
389114200001222,58259.4212153,18.6548119,0.0440560207,32768,zg,316.3786346,-6.2844918
389114200001222,58263.4602315,18.5412579,0.0407585613,0,zg,316.3785657,-6.284485
389114200001222,58267.4387037,18.5017776,0.0396837369,0,zg,316.3785048,-6.284445
389114200001222,58270.4585648,18.6438713,0.0437245443,0,zg,316.3785622,-6.2845107
389114200001222,58275.4598727,18.6383572,0.043558605,0,zg,316.3785583,-6.2845106
389114200001222,58278.4177546,18.6936417,0.0452569351,0,zg,316.3785889,-6.2844884
389114200001222,58287.4179051,18.6764469,0.0447203703,0,zg,316.3785551,-6.2845106
389114200001222,58290.4182986,18.6575813,0.0441403948,0,zg,316.3785706,-6.2844866
389114200001222,58293.4178819,18.7379055,0.0466736555,0,zg,316.3786088,-6.2844772
389114200001222,58297.4400579,18.7942619,0.0485532135,0,zg,316.3785389,-6.2844461
389114200001222,58302.4202315,18.6680565,0.0444613136,0,zg,316.3785847,-6.2844762
389114200001222,58305.4410764,18.7890472,0.0483756326,0,zg,316.378644,-6.2845003
389114200001222,58312.3554398,18.7135468,0.0458876565,0,zg,316.378603,-6.2844908
389114200001222,58315.3971875,18.753788,0.0471946448,0,zg,316.3785915,-6.2845054
389114200001222,58318.3972917,18.6381187,0.0435514487,0,zg,316.3785794,-6.2844805
389114200001222,58321.3978009,18.6872387,0.0450562462,0,zg,316.3785633,-6.2845066
389114200001222,58324.4178009,18.796711,0.0486368462,0,zg,316.3785947,-6.2844966
389114200001222,58329.3990046,18.6832199,0.0449308269,0,zg,316.3785911,-6.2845234
389114200001222,58332.457338,18.8125343,0.0491813384,32768,zg,316.378518,-6.2845149
389114200001222,58338.359294,18.7649212,0.0475638844,0,zg,316.3785878,-6.284487
389114200001222,58338.3602083,18.7912292,0.0484498627,0,zg,316.3785839,-6.2844914
389114200001222,58348.3544444,18.8155098,0.0492845029,0,zg,316.3786144,-6.2844985
389114200001222,58360.3576042,18.7795315,0.0480535701,0,zg,316.3785333,-6.2844192
389114200001222,58363.2961111,18.7988968,0.0487116612,0,zg,316.3785873,-6.2844751
389114200001222,58366.27125,18.8171139,0.0493401997,0,zg,316.3785946,-6.2844883
