5.833349218750000000e+04 1.443105316162109375e+01 1.062817405909299850e-02
5.833646875000000000e+04 1.439971065521240234e+01 1.061954163014888763e-02
5.834248828125000000e+04 1.436197185516357422e+01 1.060994435101747513e-02
5.834549218750000000e+04 1.440962791442871094e+01 1.062220614403486252e-02
5.834844921875000000e+04 1.437783813476562500e+01 1.061387453228235245e-02
5.835444921875000000e+04 1.431226539611816406e+01 1.059858873486518860e-02
5.835451171875000000e+04 1.430099582672119141e+01 1.059621013700962067e-02
5.835744531250000000e+04 1.429835128784179688e+01 1.059566345065832138e-02
5.835749609375000000e+04 1.429597568511962891e+01 1.059517450630664825e-02
5.836051171875000000e+04 1.429663658142089844e+01 1.059530954807996750e-02
5.836349218750000000e+04 1.426056766510009766e+01 1.058826036751270294e-02
5.836651171875000000e+04 1.420462322235107422e+01 1.057870872318744659e-02
5.836951171875000000e+04 1.409297275543212891e+01 1.056436449289321899e-02
5.837250781250000000e+04 1.419223880767822266e+01 1.057681348174810410e-02
5.837550781250000000e+04 1.417209053039550781e+01 1.057389657944440842e-02
5.837552343750000000e+04 1.413473510742187500e+01 9.294580668210983276e-03
5.837851562500000000e+04 1.418185901641845703e+01 1.057528611272573471e-02
5.837852734375000000e+04 1.416497707366943359e+01 9.297193028032779694e-03
5.838250781250000000e+04 1.420078086853027344e+01 1.057811174541711807e-02
5.838551171875000000e+04 1.413579845428466797e+01 1.056915149092674255e-02
5.838637109375000000e+04 1.421339416503906250e+01 1.058009732514619827e-02
5.838637500000000000e+04 1.419191551208496094e+01 9.299910627305507660e-03
5.838745703125000000e+04 1.419477653503417969e+01 9.938573464751243591e-03
5.838851171875000000e+04 1.417955780029296875e+01 1.057495363056659698e-02
5.839750390625000000e+04 1.421818733215332031e+01 1.058087404817342758e-02
5.842238281250000000e+04 1.438673591613769531e+01 1.061614602804183960e-02
5.842433203125000000e+04 1.438056182861328125e+01 1.061456557363271713e-02
5.842542968750000000e+04 1.438031101226806641e+01 1.061450038105249405e-02
5.842934375000000000e+04 1.435083198547363281e+01 9.965905919671058655e-03
5.843132031250000000e+04 1.433088588714599609e+01 9.320164099335670471e-03
5.843132421875000000e+04 1.431177997589111328e+01 1.059848349541425705e-02
5.843136718750000000e+04 1.430397701263427734e+01 1.059683319181203842e-02
5.843233984375000000e+04 1.440911865234375000e+01 9.979290887713432312e-03
5.843435937500000000e+04 1.438569545745849609e+01 1.061587687581777573e-02
5.843533984375000000e+04 1.429356861114501953e+01 9.954111650586128235e-03
5.843632031250000000e+04 1.438004970550537109e+01 9.329999797046184540e-03
5.843632421875000000e+04 1.437869358062744141e+01 1.061409153044223785e-02
5.843736328125000000e+04 1.443141460418701172e+01 1.062827743589878082e-02
5.844132812500000000e+04 1.447752285003662109e+01 9.353999048471450806e-03
5.844317578125000000e+04 1.446201229095458984e+01 9.349762462079524994e-03
5.844334765625000000e+04 1.453739261627197266e+01 9.371899999678134918e-03
5.844337890625000000e+04 1.451172828674316406e+01 1.065329182893037796e-02
5.844730859375000000e+04 1.452324104309082031e+01 1.065722946077585220e-02
5.844741015625000000e+04 1.451166534423828125e+01 1.065326947718858719e-02
5.844937500000000000e+04 1.449878501892089844e+01 9.360071271657943726e-03
5.845036328125000000e+04 1.452798938751220703e+01 1.065887976437807083e-02
5.845527734375000000e+04 1.453291511535644531e+01 1.066061016172170639e-02
5.845534765625000000e+04 1.451619529724121094e+01 1.001025922596454620e-02
5.845536328125000000e+04 1.453183269500732422e+01 1.066022738814353943e-02
5.846232031250000000e+04 1.454268836975097656e+01 1.066408865153789520e-02
5.846547656250000000e+04 1.448531532287597656e+01 1.064459607005119324e-02
5.846847265625000000e+04 1.441718673706054688e+01 1.062427926808595657e-02
5.847119921875000000e+04 1.444377231597900391e+01 1.063185371458530426e-02
5.847125781250000000e+04 1.445939636230468750e+01 1.063651405274868011e-02
5.847227734375000000e+04 1.440117168426513672e+01 9.977333247661590576e-03
5.847432031250000000e+04 1.439622402191162109e+01 1.061861775815486908e-02
5.848644531250000000e+04 1.432444190979003906e+01 1.060123834758996964e-02
5.849019531250000000e+04 1.441902637481689453e+01 1.062478870153427124e-02
5.849325390625000000e+04 1.440171623229980469e+01 1.062007527798414230e-02
5.850327734375000000e+04 1.449163913726806641e+01 1.064663659781217575e-02
5.850426953125000000e+04 1.449030780792236328e+01 1.064620539546012878e-02
5.850623828125000000e+04 1.453322124481201172e+01 1.066071726381778717e-02
5.850728906250000000e+04 1.452091026306152344e+01 1.001194864511489868e-02
5.850826953125000000e+04 1.451861381530761719e+01 1.001081988215446472e-02
5.850925781250000000e+04 1.447361373901367188e+01 1.064089313149452209e-02
5.851026171875000000e+04 1.452231216430664062e+01 1.001199148595333099e-02
5.852220312500000000e+04 1.458278465270996094e+01 1.067907083779573441e-02
5.852617968750000000e+04 1.458467197418212891e+01 1.067980471998453140e-02
5.853421093750000000e+04 1.453137016296386719e+01 1.066006533801555634e-02
5.854023437500000000e+04 1.451323318481445312e+01 9.364373981952667236e-03
5.854712109375000000e+04 1.455803775787353516e+01 9.378662332892417908e-03
5.854717968750000000e+04 1.451660919189453125e+01 1.065495051443576813e-02
5.855617578125000000e+04 1.446129322052001953e+01 1.063709054142236710e-02
5.855917968750000000e+04 1.448772048950195312e+01 1.064536906778812408e-02
5.856213281250000000e+04 1.448430442810058594e+01 1.064427290111780167e-02
5.856713671875000000e+04 1.446517372131347656e+01 1.063827704638242722e-02
5.858114062500000000e+04 1.421609878540039062e+01 1.058053411543369293e-02
5.859221875000000000e+04 1.416148757934570312e+01 1.057244371622800827e-02
5.861715625000000000e+04 1.409788513183593750e+01 1.056486926972866058e-02
