oid,mjd,mag,magerr,catflags,filtercode,ra,dec
602309400012435,58302.4632523,20.1959534,0.172730803,0,zi,19.4405878,26.6547935
602309400012435,58319.4859491,19.9868927,0.155248836,0,zi,19.4406145,26.6548228
602309400012435,58325.3846296,19.8765106,0.145577297,0,zi,19.4407665,26.6547138
602309400012435,58329.3872917,20.0666389,0.162119985,0,zi,19.4406764,26.654879
602309400012435,58333.4237037,20.1652355,0.170293927,0,zi,19.4406401,26.654908
602309400012435,58337.4740972,20.0643501,0.161925286,0,zi,19.4406282,26.6548926
602309400012435,58347.3872917,20.0417919,0.15999712,0,zi,19.4405556,26.6548811
602309400012435,58351.3406019,19.8868771,0.146487847,0,zi,19.4405567,26.6549138
602309400012435,58366.2953009,19.6832561,0.128798217,0,zi,19.4404256,26.6548338
602309400012435,58382.2849074,20.0958672,0.16458939,0,zi,19.4405951,26.6548683
602309400012435,58397.2956134,20.2064857,0.173551321,0,zi,19.4405376,26.6548571
602309400012435,58423.2563773,19.759552,0.135355443,0,zi,19.4405053,26.6548587
602309400012435,58668.4685648,19.7579994,0.135220841,0,zi,19.4404826,26.6548201
602309400012435,58672.4479514,19.9624672,0.153117716,0,zi,19.4406198,26.6547528
602309400012435,58682.4404514,20.2901917,0.179739431,0,zi,19.4406397,26.6547958
602309400012435,58691.3426389,20.0248566,0.158539921,0,zi,19.4405815,26.654854
602309400012435,58697.4450694,20.0736465,0.162714928,0,zi,19.440551,26.6548403
602309400012435,58701.4233796,20.4432182,0.188907549,0,zi,19.4405821,26.6548265
602309400012435,58701.4367014,20.1884499,0.172141477,0,zi,19.4405783,26.6548421
602309400012435,58705.427419,20.2364178,0.175835818,0,zi,19.4405172,26.6547631
602309400012435,58709.4342361,20.2866535,0.179491431,0,zi,19.4405831,26.6547833
602309400012435,58717.3662847,19.9300671,0.150280088,0,zi,19.4405836,26.6548098
602309400012435,58722.3906829,20.0613403,0.161668822,0,zi,19.4405395,26.6548941
602309400012435,58747.3572685,20.0587177,0.16144523,0,zi,19.4405551,26.6548554
602309400012435,58751.3510648,20.1808586,0.171541244,0,zi,19.4405264,26.6547873
602309400012435,58757.3513542,20.2856426,0.179420352,0,zi,19.4405843,26.6547035
602309400012435,59172.2085301,20.0651169,0.161990404,0,zi,19.4405844,26.6547717
602309400012435,59190.2275116,19.9068661,0.148243621,32768,zi,19.4406931,26.6546973
602309400012435,59203.1427894,20.1139793,0.166102111,0,zi,19.4401908,26.6548414
602309400012435,59211.1792014,19.6927662,0.12960878,0,zi,19.4407376,26.6547784
