5.871544921875000000e+04	-6.411667126761244617e-02
5.874045312500000000e+04	-9.481346756024322531e-02
5.874445703125000000e+04	-8.395449003818100664e-02
5.874545703125000000e+04	-9.185056765215904306e-02
5.874845312500000000e+04	-8.226988449266059433e-02
5.875048437500000000e+04	-3.527488354050944963e-02
5.875048828125000000e+04	-7.122171702243917935e-02
5.875650781250000000e+04	6.219728131000579197e-03
5.875853125000000000e+04	3.255144261684961293e-02
5.875853515625000000e+04	1.678626501870894572e-02
5.876053125000000000e+04	3.860891965206292298e-02
5.876142578125000000e+04	4.221858445372106416e-02
5.876444921875000000e+04	1.640716178710022177e-01
5.876445312500000000e+04	1.227622737079059334e-01
5.876541406250000000e+04	1.133459139699368734e-01
5.876651171875000000e+04	1.622357330111015017e-01
5.876938671875000000e+04	1.329557068084454841e-01
5.877034375000000000e+04	1.458677113141391146e-01
5.877137109375000000e+04	1.312120778299998847e-01
5.877248828125000000e+04	1.456800387266099506e-01
5.877253515625000000e+04	1.337096690234318430e-01
5.877536328125000000e+04	2.715361209223914329e-01
5.877649218750000000e+04	1.472034983653713880e-01
5.877747656250000000e+04	1.596206335853906921e-01
5.877846484375000000e+04	1.565863500573527745e-01
5.877849218750000000e+04	2.076986127296720497e-01
5.878148828125000000e+04	1.341980504668072172e-01
5.878240234375000000e+04	1.281985554881828193e-01
5.878339843750000000e+04	9.694984236199388761e-02
5.878340234375000000e+04	1.040394697565147908e-01
5.878450781250000000e+04	-9.392730522151282457e-03
5.878642968750000000e+04	-6.937840409965190247e-02
5.878750781250000000e+04	1.759252143811806945e-02
5.879047656250000000e+04	7.514198135400818046e-02
5.879147656250000000e+04	5.510181499489874568e-02
5.879350781250000000e+04	9.426047408913973413e-02
5.879351171875000000e+04	9.635952378592094192e-02
5.879443359375000000e+04	9.635008224135788168e-02
5.879654296875000000e+04	1.494860426440993706e-01
5.879742968750000000e+04	1.489367086991961742e-01
5.879827343750000000e+04	1.368029550429099572e-01
5.879828125000000000e+04	1.406911102836261307e-01
5.879931640625000000e+04	1.742504142667655742e-01
5.879932031250000000e+04	1.321018367052317899e-01
5.879947656250000000e+04	1.453736695468421658e-01
5.880436328125000000e+04	8.754803906198560526e-02
5.880537109375000000e+04	9.843364848802593770e-02
5.880538281250000000e+04	8.995742874290613145e-02
5.880648437500000000e+04	5.212202532507603792e-02
5.881227734375000000e+04	-2.639352436105468769e-02
5.881230468750000000e+04	-2.502300668383838911e-02
5.882727734375000000e+04	-7.358854141514825642e-02
5.882729296875000000e+04	-9.124577127795419074e-02
5.882730078125000000e+04	-1.233960147799137985e-01
5.882825000000000000e+04	-1.166133001584910289e-01
5.882831640625000000e+04	-1.509692044588746285e-01
5.883029687500000000e+04	-1.143617870037161310e-01
5.883030468750000000e+04	-1.070098866458124576e-01
5.883142187500000000e+04	-1.049539969772297354e-01
5.883325781250000000e+04	-1.285038652020915606e-01
5.883329687500000000e+04	-1.157702804658100604e-01
5.883541406250000000e+04	-1.866653619048719293e-01
5.883644921875000000e+04	-1.259168031609902982e-01
5.884628515625000000e+04	-1.687863009037187112e-01
5.885045703125000000e+04	-1.894781458320551337e-01
5.885416406250000000e+04	-2.400367462901016324e-01
5.885619531250000000e+04	-1.693429385752551752e-01
5.885925000000000000e+04	-1.692415902253827653e-01
5.886019140625000000e+04	-1.430306474828597629e-01
5.886022656250000000e+04	-1.515907154096680642e-01
5.886120312500000000e+04	-1.780549071222594648e-01
5.886230859375000000e+04	-1.726735926914528818e-01
5.886724609375000000e+04	-1.578195406802791467e-01
5.887123828125000000e+04	-2.088664616381805672e-01
5.887317187500000000e+04	-2.244661876024025560e-01
5.887421875000000000e+04	-2.117761011060963483e-01
5.887521484375000000e+04	-1.979551197132565221e-01
5.887725781250000000e+04	-2.130433255057369024e-01
5.887815625000000000e+04	-2.669297190395241159e-01
5.888018750000000000e+04	-2.064631146938182837e-01
5.888020312500000000e+04	-2.046358245981281243e-01
5.888214062500000000e+04	-1.762387271229073349e-01
5.888317968750000000e+04	-1.920997673638993319e-01
5.888418750000000000e+04	-2.458913964022144683e-01
5.888613671875000000e+04	-1.788065553542566022e-01
5.889228515625000000e+04	-1.754432567063446413e-01
5.889615234375000000e+04	-1.713052605146856422e-01
5.889814062500000000e+04	-1.831206314223265963e-01
5.889913671875000000e+04	-1.197906015675727076e-01
5.890021875000000000e+04	-1.003798594262832466e-01
5.890316015625000000e+04	-8.157732099621739508e-02
5.890318750000000000e+04	-6.751816653921594025e-02
5.890620703125000000e+04	-4.117467476206115862e-02
5.890911718750000000e+04	-1.188135054637911026e-01
5.890913671875000000e+04	-1.245431181249472274e-01
5.891218359375000000e+04	-1.077335305535598309e-02
5.891512109375000000e+04	-4.506876040807128447e-03
5.891513281250000000e+04	-8.840334555472395550e-03
5.894118359375000000e+04	2.505930267541742751e-01
5.894416796875000000e+04	2.843321501177911159e-01
5.895616015625000000e+04	2.983076025106612406e-01
5.897815234375000000e+04	1.895886819618652908e-01
5.897816015625000000e+04	2.132980041947689642e-01
5.897816406250000000e+04	2.129260837377415783e-01
5.897816796875000000e+04	2.075168555414421689e-01
5.898015234375000000e+04	1.908701580205161008e-01
5.898015625000000000e+04	2.042101668847635665e-01
5.898016015625000000e+04	1.872910433637713368e-01
5.898016406250000000e+04	1.779479086122961462e-01
5.898615625000000000e+04	1.965504217818789812e-01
5.898616015625000000e+04	1.707173044254375327e-01
5.898616406250000000e+04	1.987820447349974984e-01
